@relation cleaned

@attribute finished_first_q1 numeric
@attribute finished_first_q2 numeric
@attribute dif_seconds_quali_first_second numeric
@attribute dif_seconds_quali_second_third numeric
@attribute dif_seconds_quali_third_fourth numeric
@attribute dif_seconds_qualif_fourth_fifth numeric
@attribute isAmericas numeric
@attribute isAustralia numeric
@attribute isEurope numeric
@attribute is_reigning_constructor_champion numeric
@attribute is_reigning_driver_champion numeric
@attribute driverAge numeric
@attribute hadRain numeric
@attribute avg_temp numeric
@attribute avg_humidity numeric
@attribute avg_visibility numeric
@attribute avg_pressure numeric
@attribute avg_wind_speed numeric
@attribute finishedFirst numeric

@data
1,1,0.32,0.479,0.053,0.383,0,0,0,0,0,11063,0,64.383333,46.646667,7.3,1018.5,4.116667,0
0,1,0,0,0,0,0,0,0,0,0,11077,1,62.5,86.136667,9.616667,1015.783333,17.166667,0
1,0,0.188,0.182,0.548,0.001,0,0,0,0,0,11084,0,70.85,50.096667,5.85,1018.15,5.183333,1
0,0,0.078,0.444,0.281,0.059,0,0,0,0,0,11098,0,77.9,64.395,7.133333,1014.866667,8.4,1
0,0,0.377,0.437,0.133,0.26,0,0,0,0,0,11112,0,79.416667,56.375,6.2,1015.516667,10.75,1
1,1,0.36,0.478,0.358,0.401,0,0,0,1,1,11395,0,70.633333,42.855,6.2,1018.633333,7.1,0
0,1,0.077,0.442,0.232,0.61,0,0,0,1,1,11409,0,72.733333,38.091667,6.916667,1015.9,7.433333,0
0,0,0.515,0.055,0.274,0.05,0,0,0,0,0,11252,0,69.966667,38.285,6.666667,1014.7,9.566667,1
1,1,0.706,0.413,0.127,0.353,0,0,0,0,0,11266,0,61.05,69.961667,6.216667,1019.15,7.433333,1
0,1,0.28,0.4,0.407,0.026,0,0,0,1,1,11451,0,71.183333,58.961667,7.516667,1017.216667,9.416667,0
0,0,0.169,0.151,0.61,0.174,0,0,0,0,0,9829,1,64.283333,84.661667,10.25,1008.383333,9.183333,0
0,1,0.062,0.116,0.176,0.248,0,0,0,1,1,11479,0,52.55,60.005,10.133333,1004.983333,7.616667,1
1,1,0.757,0.451,0,0.303,0,0,0,0,0,11315,0,85.85,46.575,7.833333,1015.516667,11.733333,1
0,1,0.543,0.82,0.496,0.119,0,0,0,1,1,11500,0,59.566667,68.066667,3.1,1021.3,2.3,1
0,1,0.319,0.707,0.305,0.263,0,0,0,1,1,11507,1,67.533333,72.118333,18.316667,1006.316667,13.316667,1
1,0,0.143,0.172,0.277,0.317,0,0,0,0,0,11350,0,84.3,50.923333,23.833333,1016.75,5.016667,0
0,0,0.107,0.256,0.108,0.308,0,0,0,0,0,11357,0,74.583333,49.825,10.733333,1012.933333,8.483333,0
0,1,0.149,0.017,0.198,0.108,0,0,0,0,0,11385,0,76.716667,54.518333,8.6,1014.066667,12.183333,1
1,1,0.478,0.359,0.093,0.323,0,0,0,1,1,11563,0,81.166667,52.538333,5.783333,1015.833333,3.933333,0
0,1,0.531,0.173,0.04,0.212,0,0,0,0,0,11406,0,87.166667,67.11,6.333333,1007.983333,4.15,1
1,1,0.414,0.156,0.047,0.117,0,0,0,1,1,11591,0,91.716667,55.775,6.3,1008.066667,9.566667,0
0,1,0.013,0.289,0.079,0.15,0,0,0,0,0,11427,1,70.016667,59.316667,12.4,1011.4,9.916667,1
1,0,0.216,0.294,0.238,0.384,0,0,0,1,1,11612,0,81.383333,42.438333,9.9,1020.316667,11.633333,1
1,0,0.254,0.096,0.079,0.197,0,0,0,1,1,11619,0,66.983333,49.038333,5.483333,1022.383333,6.4,1
1,1,0.102,0.566,0.081,0.01,0,0,0,1,1,11633,0,64.933333,89.555,4.916667,1015.75,8.283333,1
1,1,0.303,0.531,0.015,0.057,0,0,0,1,1,11647,0,79.416667,55.028333,6.2,1015.183333,9.966667,1
1,0,0.268,0.025,0.552,0.452,0,0,0,0,0,11766,0,74.566667,68.931667,6.2,1011.95,6.816667,0
0,0,0.186,0.001,0.275,0.893,0,0,0,0,0,11780,1,54.633333,88.23,3.25,1011.65,12.316667,1
0,0,0.023,0.455,0.298,0.022,0,0,0,0,0,10093,0,78.65,57.761667,6.2,1009.1,21.366667,0
0,0,0.059,0.036,0.478,1.138,0,0,0,0,0,10894,0,74.8,40.198333,7.266667,1013.116667,6.7,0
1,1,0.051,0.173,0.066,0.267,0,0,0,0,0,11815,0,74.633333,45.791667,7.716667,1023.65,10.5,1
0,1,0.043,0.002,0.273,0.502,0,0,0,0,0,13738,0,76,54.285,19.083333,1021.1,5.866667,0
0,1,0.33,0.388,0.075,0.151,0,0,0,0,0,11843,0,83.333333,45.928333,12.733333,1007.916667,8.883333,1
1,1,0.434,0.666,0.148,0.038,0,0,0,0,0,11857,0,80.516667,63.948333,6.466667,1011.05,11.85,0
0,1,0.042,0.131,0.355,0.117,0,0,0,0,0,10177,0,82.3,42.021667,18.6,1011.65,6.7,1
0,1,0.547,0.209,0.02,0.754,0,0,0,0,0,11878,0,70.683333,75.076667,23.25,1022.466667,9.383333,1
1,0,0.168,0.086,0.177,0.09,0,0,0,0,0,10985,0,86.433333,37.033333,34.716667,1015.916667,7.5,1
1,1,0.242,0.299,0.176,0.11,0,0,0,0,0,11920,0,69.566667,68.701667,6.483333,1018.416667,3.383333,1
1,1,1.148,0.139,0.191,0.687,0,0,0,0,0,11927,0,72.6,31.766667,10.875,1011.083333,4.233333,1
0,0,0.323,0.026,0.229,0.057,0,0,0,0,0,11034,1,82.466667,82.718333,5.9,1011.75,6.95,0
1,0,0.045,0.42,0.054,0.163,0,0,0,0,0,11955,0,86.566667,72.643333,6,1008.133333,4.983333,0
1,1,0.332,0.14,0.515,0.026,0,0,0,0,0,11962,0,77.1,64.723333,12.816667,1021.45,3.633333,1
1,1,0.239,0.221,0.009,0,0,0,0,0,0,11976,0,75.066667,54.688333,9.883333,1019.533333,13.233333,1
0,0,0.086,0.36,0.024,0.28,0,0,0,0,0,11076,0,69.833333,46.48,4.02,1016.233333,3.916667,0
0,0,0.038,0.178,0.387,0.405,0,0,0,0,0,10303,0,80.216667,28.885,7.1,1010.2,9.5,0
1,0,0.172,0.374,0.182,0.026,0,0,0,0,0,10317,0,76.466667,53.46,6.2,1018.366667,9.233333,1
1,0,0.664,0.01,0.041,0.273,0,0,0,1,1,12130,0,74.38,35.324,6.2,998.44,10.94,0
0,1,0.143,0.023,0.096,0.178,0,0,0,0,0,11237,0,78.96,62.408,3.78,1010.14,7.72,1
1,0,0.087,0.443,0.05,0.121,0,0,0,0,0,11244,0,66.98,29.168,7.1,1018.36,9.86,0
0,0,0.179,0.16,0.074,0.083,0,0,0,0,0,11258,0,58.96,61.292,6.4,1020.1,27.1,0
0,0,0.04,0.092,0.307,0.204,0,0,0,1,1,12179,1,59.34,60.206,7.56,1015.3,9.46,1
1,1,0.229,0.193,0.034,0.175,0,0,0,0,0,10557,0,74.84,65.316,10.92,1016.04,8.78,1
1,0,0.093,0.08,0.059,0.099,0,0,0,0,0,11300,0,65.34,33.048,12.78,1018.98,4,1
1,1,0.118,0.253,0.305,0.19,0,0,0,1,1,12221,0,78.94,53.582,18.94,1015.12,9.48,1
0,0,0.019,0.315,0.196,0.18,0,0,0,0,0,10534,0,65.58,51.764,18.6,1011.36,8.72,0
0,1,0.044,0.054,0.227,0.385,0,0,0,1,1,12235,0,83.06,37.324,22.3,1025.44,8.88,0
0,0,0.204,0.131,0.275,0.378,0,0,0,0,0,11342,1,74.36,66.3,7.04,1013.56,6.52,0
0,0,0.26,0,0.024,0.533,0,0,0,1,1,12256,0,90.58,38.374,15.18,1010.82,5.7,1
1,0,0.726,2.946,0.043,0.228,0,0,0,1,1,12284,0,60.36,43.488,12.4,1015.34,5.74,0
0,0,0.161,0.014,0.362,0.959,0,0,0,0,0,14200,1,67.26,72.764,5.94,1016.62,6.5,0
0,0,0.319,0.294,0.074,0.092,0,0,0,1,1,12305,1,84.18,66.888,6.22,1008,6.44,1
0,0,0.145,0.411,0.294,0.944,0,0,0,0,0,10625,0,73.7,70.276,6.84,1017.1,5.58,0
1,0,0.299,0.998,0.464,0.24,0,0,0,1,1,12326,0,78.92,57.75,12.9,1011.64,8.54,1
1,0,0.061,0.009,0.309,0.878,0,0,0,1,1,12340,0,71.5,39.998,9.9,1024,11.36,0
0,0,0.026,0.109,0.076,0.19,0,0,0,0,0,10711,0,69.66,56.304,3.933333,1016.32,5.3,0
0,0,0.093,0.067,0.015,0.322,0,0,0,1,1,12361,0,74.6,73.038,6.74,1014.4,12.88,1
0,1,0.162,0.169,0.24,0.036,0,0,0,1,1,12375,1,85.24,52.236,4.24,1013.42,14.38,1
0,1,0.112,0.592,0.13,0.122,0,0,0,1,1,12487,0,73.96,67.92,6.2,1015.98,7.04,0
1,1,0.294,0.03,0.066,0.496,0,0,0,0,0,7836,0,77.26,60.292,5.62,1004.32,20.9,0
1,0,0.023,0.278,0.017,0.224,0,0,0,0,0,10821,0,64.86,53.862,6.02,1019.22,15.28,0
0,0,0.059,0.243,0.272,0.524,0,0,0,0,0,10835,0,65.14,50.218,6.52,1010.16,17.86,1
1,1,0.634,0.232,0.085,0.231,0,0,0,0,0,10849,0,68.84,52.04,7.6,1020.48,11.38,0
0,0,0.086,0.389,0.306,0.094,0,0,0,1,1,12557,0,69.16,67.862,13.86,1011.66,7.08,1
1,0,0.206,0.474,0.151,0.008,0,0,0,0,0,11664,0,83.28,16.89,12.78,1023.2,4.6,0
0,0,0.286,0.36,0.444,0.009,0,0,0,1,1,12585,0,82.4,48.112,19.78,1014.46,12.06,1
0,1,0.259,0.177,0.098,0.535,0,0,0,0,0,7927,0,91.36,23.326,24.9,1014.02,8.1,0
0,0,0.006,0.073,0.104,0.314,0,0,0,0,0,10912,0,65.7,67.266,25.8,1023.88,7.26,0
0,1,0.346,0.016,0.393,0.016,0,0,0,1,1,12620,1,69.52,88.328,8.7,1002.76,8.38,0
1,0,0.018,0.179,0.274,0.028,0,0,0,0,0,7978,0,77.18,39.524,6.2,1013.96,5.94,0
1,1,0.748,0.015,0.133,0.275,0,0,0,0,0,7990,0,59.9,66.732,?,1016.58,7.04,1
1,0,0.039,0.008,0.103,0.382,0,0,0,0,0,7997,1,61.8,62.832,6.34,1010.48,5.3,1
0,1,0.191,0.029,0.376,0.333,0,0,0,0,0,8011,0,84.78,69.916,2.56,1010.8,8.24,0
0,1,0.402,0.023,0.257,0.322,0,0,0,0,0,8018,1,68.98,69.066,7,1016.66,6.08,0
0,0,0.189,0.04,0.009,0.549,0,0,0,0,0,11790,0,71.74,55.1,12.44,1014.12,10.28,0
0,0,0.266,0.146,0.092,0.074,0,0,0,0,0,8046,1,72.52,55.588,4.525,1010.94,3.68,0
0,1,0.012,0.526,0.149,0.242,0,0,0,0,0,11269,0,80.64,37.652,24.9,1013,6.18,1
0,0,0.012,0.055,0.041,0.184,0,0,0,0,0,11024,0,71.82,28.536,9.9,1019.9,11.28,1
1,1,0.123,0.068,0.029,0.146,0,0,0,0,0,8083,0,68.5,63.228,6.74,1015.02,13.84,1
1,0,0.194,0.166,0.08,0.12,0,0,0,1,1,12746,0,78.46,61.106,6.2,1015.3,8.36,1
1,1,1.216,0.182,0.03,0.221,0,0,0,1,1,12970,0,65.72,39.65,18.6,1022.88,7.44,1
0,1,0,0.823,0.168,0.229,0,0,0,1,1,12977,1,68.62,82.498,6.2,1013.64,4.82,1
0,0,0.313,0.709,0.102,0.355,0,0,0,1,1,12991,0,69.84,47.444,23.76,1015.38,10.74,1
1,1,0.063,0.865,0.094,0.121,0,0,0,0,0,11304,0,78.42,58.688,17.12,1017.44,8.96,0
1,1,0.059,0.649,0.19,0.107,0,0,0,1,1,13005,0,82.96,65.788,6.94,1011.16,11.48,1
1,1,0.511,0.015,0.283,0.203,0,0,0,1,1,13019,0,60.46,67.894,6.72,1010.82,6.96,1
1,0,0.069,0.739,0.025,0.075,0,0,0,1,1,13026,0,78.54,47.124,6.2,1011.64,5.56,0
0,1,0.059,0.306,0.445,0.316,0,0,0,1,1,13033,0,88.1,38.86,6.2,1022.48,9.52,1
0,0,0.563,0.089,0.361,0.047,0,0,0,1,1,13047,0,82.5,48.948,6.84,1014,6.7,0
0,0,0.256,0.037,0.473,0.012,0,0,0,0,0,11367,0,49.26,64.498,30.1,1019.92,5.18,0
1,0,-0.15,-0.186,-0.133,0,0,0,0,1,1,13075,0,67.82,78.676,7.14,1020.76,12.66,1
1,1,0.097,0.47,0.326,0.018,0,0,0,0,0,11388,1,60.4,84.178,6.2,1022.32,2.54,0
0,0,0.29,1.266,1.127,1.147,0,0,0,0,0,8053,1,57.76,70.516,6.4,1023.32,3.7,0
1,1,0.289,0.125,0.596,0.048,0,0,0,1,1,13110,0,76.84,68.432,6.3,1015.64,5.48,1
1,0,0.026,0.03,0.18,0.177,0,0,0,0,0,11423,0,68.02,63.08,5.36,1015.26,15.68,0
0,0,0.025,0.061,0.165,0.074,0,0,0,0,0,8475,0,73.2,53.67,6.2,1015.74,10.06,1
1,0,0.388,0.201,0.092,0.131,0,0,0,0,0,8580,0,69.583333,49.643333,6.366667,1015.083333,25.2,0
1,0,0.035,0.052,0.242,0.05,0,0,0,1,1,13250,1,56.283333,51.576667,6.2,1015.55,5.033333,0
1,0,0.007,0.391,0.144,0.149,0,0,0,0,0,11570,0,64.666667,48.925,7.483333,1017.066667,14.983333,0
0,0,0.036,0.096,0.637,0.07,0,0,0,1,1,13271,0,69.966667,66.19,6.516667,1007.033333,8.3,1
0,1,0.23,0.025,0.01,0.009,0,0,0,0,0,8620,0,69.55,58.653333,16.516667,1014.466667,17.033333,0
0,0,0.232,0.113,0.002,0.011,0,0,0,0,0,8634,0,74.466667,57.841667,6.466667,1011.7,13.3,0
1,0,0.258,0.128,0.069,0.395,0,0,0,0,0,8664,1,79,68.803333,12.066667,1008.9,14.616667,1
